time,sno,sna,hide,release
00:00,500106001,臺北自來水事業處,0.0,8.0
00:00,500106002,汀州思源街口東南側,0.0,6.25
00:00,500106003,捷運公館站(1號出口),0.0,4.0
00:00,500106004,捷運公館站(4號出口),0.0,4.0
00:00,500106005,捷運古亭站(9號出口),0.0,9.0
00:00,500106006,捷運古亭站(2號出口),0.0,22.0
00:00,500106007,捷運臺電大樓站(1號出口),0.0,5.25
00:00,500106008,客家文化主題公園,0.0,10.5
00:00,500106010,紀州庵,0.0,0.25
00:00,500106011,捷運臺電大樓站(5號出口),0.0,8.0
00:00,500106012,捷運臺電大樓站(4號出口),0.0,3.75
00:00,500106013,羅斯福三段金門街口,0.0,2.75
00:00,500106015,捷運古亭站(8號出口),0.0,6.0
00:00,500106016,捷運古亭站(7號出口),0.0,4.0
00:00,500106017,南昌公園,0.0,22.0
00:00,500106018,和平重慶路口,0.0,7.75
00:00,500106019,孫立人將軍官邸,0.0,5.5
00:00,500106020,羅斯福路二段6巷口,0.0,6.75
00:00,500106021,金華杭州南路口,0.0,5.0
00:00,500106022,捷運中正紀念堂站(3號出口),0.0,14.0
00:00,500106023,捷運中正紀念堂站(4號出口),0.0,8.0
00:00,500106029,南機場夜市(中華路二段),0.0,9.0
00:00,500106030,南海和平路口西南側,0.0,6.5
00:00,500106031,莒光和平路口,0.0,7.75
00:00,500106037,水源路11_1號旁,0.0,2.0
00:00,500106038,南門國中,0.0,14.5
00:00,500106039,捷運小南門站(2號出口),0.0,7.5
00:00,500106040,介壽公園,0.0,14.0
00:00,500106041,中華貴陽街口,0.0,8.0
00:00,500106042,華山文創園區,0.0,15.0
00:00,500106043,捷運善導寺站(1號出口),0.0,18.0
00:00,500106044,濟南紹興路口,0.0,13.25
00:00,500106046,林森仁愛路口,0.0,5.0
00:00,500106047,中正運動中心,0.0,16.0
00:00,500106048,信義杭州路口,0.0,23.0
00:00,500106049,捷運善導寺站(3號出口),0.0,8.0
00:00,500106050,捷運小南門站(1號出口),0.0,11.5
00:00,500106051,延平南路133巷口,0.0,14.0
00:00,500106052,捷運西門站(2號出口),0.0,14.0
00:00,500106053,寶慶博愛路口,0.0,18.0
00:00,500106054,法務部,0.0,10.0
00:00,500106055,臺北市立大學(博愛校區),0.0,32.0
00:00,500106056,國家圖書館,0.0,14.0
00:00,500106057,市民金山路口,0.0,28.0
00:00,500106058,聯合醫院和平院區,0.0,8.0
00:00,500106059,中山堂,0.0,17.0
00:00,500106060,中華漢口街口,0.0,7.0
00:00,500106061,中華路一段21巷口,0.0,8.0
00:00,500106062,捷運臺大醫院站(4號出口),0.0,24.0
00:00,500106063,寶藏巖觀音亭,0.0,7.25
00:00,500106064,師大水源路口,0.0,4.5
00:00,500106065,中山徐州路口,0.0,16.0
00:00,500106066,信義連雲街口,0.0,4.0
00:00,500106067,臺北轉運站,0.0,16.5
00:00,500106068,莒光大埔街口,0.0,4.0
00:00,500106069,捷運忠孝新生站(2號出口),0.0,5.75
00:00,500106070,光華商場,0.0,15.0
00:00,500106071,中山青島路口,0.0,16.0
00:00,500106072,捷運中正紀念堂站(5號出口),0.0,11.0
00:00,500106073,北平東杭州北路口,0.0,8.0
00:00,500106074,王貫英先生紀念圖書館,0.0,0.25
00:00,500106075,金山信義路口,0.0,7.5
00:00,500106077,林森徐州路口,0.0,5.25
00:00,500106078,徐州杭州路口,0.0,12.0
00:00,500106079,捷運中正紀念堂站(6號出口),0.0,6.0
00:00,500106080,捷運臺北車站(M2出口),0.0,8.0
00:00,500106083,臺北市國父史蹟館(逸仙公園),0.0,9.0
00:00,500106084,捷運西門站(5號出口),0.0,12.0
00:00,500106085,弘道國中,0.0,13.0
00:00,500106086,臺北市第一女子高級中學,0.0,11.0
00:00,500106088,紹興徐州路口,0.0,1.5
00:00,500106089,羅斯福寧波東街口,0.0,5.5
00:00,500106090,自來水園區,0.0,13.25
00:00,500106091,仁愛林森路口,0.0,12.0
00:00,500106092,捷運西門站(3號出口),0.0,14.0
00:00,500106093,仁愛金山路口,0.0,2.5
00:00,500106094,杭州南路一段101巷口,0.0,2.25
00:00,500106098,郵政博物館,0.0,8.75
00:00,500106099,林森北平路口,0.0,8.0
00:00,500106100,北平紹興路口,0.0,15.0
00:00,500106101,天津北平路口,0.0,10.0
00:00,500106102,捷運忠孝新生站(1號出口),0.0,7.0
00:00,500106103,捷運忠孝新生站(5號出口),0.0,4.25
00:00,500106104,捷運臺大醫院站(1號出口),0.0,7.0
00:00,500106105,臺大醫院兒童醫院,0.0,8.0
00:00,500106106,林森濟南路口(東北側),0.0,7.5
00:00,500106107,仁愛紹興街口(南側),0.0,6.0
00:00,500106109,立法院台北會館,0.0,4.0
00:00,500106110,捷運善導寺站(3號出口)(忠孝東路側),0.0,12.0
00:00,500106111,國家音樂廳,0.0,8.0
00:00,500106112,忠孝西重慶南路口,0.0,12.0
00:00,500106113,濟南路二段8巷口,0.0,0.25
00:00,500106114,仁愛金山路口(東南側),0.0,0.75
00:00,500106115,臺灣文學基地,0.0,0.5
00:00,500106117,文光公園,0.0,0.5
00:00,500106118,捷運中正紀念堂站(2號出口),0.0,1.25
00:00,500106121,泉州寧波西街口,0.0,17.0
00:00,500106122,和平西路二段98巷口,0.0,0.25
00:00,500106126,捷運善導寺站(5號出口),0.0,12.0
00:00,500106127,青島杭州路口,0.0,5.75
00:00,500106131,仁愛紹興路口(北側),0.0,9.0
00:00,500106132,貴陽博愛路口,0.0,27.0
00:00,500106133,國立臺灣博物館南門館,0.0,8.0
00:00,500106135,羅斯福路四段108巷口,0.0,5.0
00:00,500106136,公館水岸廣場,0.0,7.5
00:00,500106137,捷運小南門站(3號出口),0.0,6.25
00:00,500106138,臨沂街停車場,0.0,13.0
00:00,500106141,愛國東路116巷口,0.0,6.75
00:00,500106142,愛國東羅斯福路口,0.0,9.0
00:30,500106004,捷運公館站(4號出口),0.0,0.75
00:30,500106005,捷運古亭站(9號出口),0.0,3.75
00:30,500106006,捷運古亭站(2號出口),0.0,6.083333333333336
00:30,500106007,捷運臺電大樓站(1號出口),0.0,0.5833333333333321
00:30,500106008,客家文化主題公園,0.0,3.552713678800501e-15
00:30,500106015,捷運古亭站(8號出口),0.0,3.666666666666666
