sno,sna,time,hide,release
500103078,明倫高中,15:30,0,2
500103002,臺北市立圖書館大同分館,16:00,0,1
500103006,樹德公園,16:00,1,0
500103009,捷運圓山站(1號出口),16:00,12,0
500103011,重慶國中,16:00,0,8
500103025,捷運大橋頭站(1A出口),16:00,0,3
500103026,捷運民權西路站(2號出口),16:00,0,1
500103027,捷運雙連站(2號出口),16:00,0,3
500103033,圓山線形公園,16:00,2,0
500103036,承德路三段8巷口,16:00,1,0
500103037,太原廣場,16:00,3,0
500103039,聯合醫院中興院區,16:00,0,2
500103042,大同運動中心,16:00,1,0
500103047,承德民權路口,16:00,0,2
500103049,承德民生西路口,16:00,0,1
500103050,太原五原路口,16:00,2,0
500103051,臺北轉運站(華陰街),16:00,0,1
500103052,捷運民權西路站(3號出口),16:00,0,2
500103053,捷運中山站(5號出口),16:00,0,1
500103065,大龍市場,16:00,2,0
500103068,哈密街23巷19弄口,16:00,0,1
500103071,承德路二段91巷口,16:00,0,2
500103075,玉泉公園(鄭州路),16:00,0,1
500103078,明倫高中,16:00,0,1
500103005,重慶酒泉街口,16:30,1,0
500103007,陳天來故居,16:30,0,2
500103008,臺北孔廟,16:30,1,0
500103009,捷運圓山站(1號出口),16:30,0,8
500103011,重慶國中,16:30,0,4
500103021,大稻埕公園,16:30,2,0
500103025,捷運大橋頭站(1A出口),16:30,0,1
500103027,捷運雙連站(2號出口),16:30,0,2
500103036,承德路三段8巷口,16:30,0,2
500103037,太原廣場,16:30,0,4
500103039,聯合醫院中興院區,16:30,0,1
500103044,大稻埕碼頭,16:30,1,0
500103047,承德民權路口,16:30,0,1
500103049,承德民生西路口,16:30,0,1
500103051,臺北轉運站(華陰街),16:30,2,0
500103052,捷運民權西路站(3號出口),16:30,0,1
500103054,重慶長安路口,16:30,1,0
500103055,承德昌吉街口,16:30,0,1
500103059,承德鄭州路口(市民高架下),16:30,1,0
500103065,大龍市場,16:30,0,2
500103068,哈密街23巷19弄口,16:30,0,1
500103072,酒泉庫倫街口,16:30,2,0
500103078,明倫高中,16:30,0,1
500103005,重慶酒泉街口,17:00,0,1
500103006,樹德公園,17:00,1,0
500103007,陳天來故居,17:00,2,0
500103009,捷運圓山站(1號出口),17:00,6,0
500103011,重慶國中,17:00,0,2
500103021,大稻埕公園,17:00,3,0
500103022,大龍老人住宅,17:00,1,0
500103023,大龍峒社會住宅,17:00,0,1
500103025,捷運大橋頭站(1A出口),17:00,0,1
500103027,捷運雙連站(2號出口),17:00,0,3
500103029,朝陽公園,17:00,1,0
500103030,永樂市場,17:00,2,0
500103033,圓山線形公園,17:00,0,1
500103034,圓環站,17:00,3,0
500103035,重慶民族路口,17:00,1,0
500103036,承德路三段8巷口,17:00,0,1
500103037,太原廣場,17:00,1,0
500103038,國順公園,17:00,1,0
500103039,聯合醫院中興院區,17:00,0,1
500103042,大同運動中心,17:00,0,2
500103044,大稻埕碼頭,17:00,8,0
500103047,承德民權路口,17:00,0,1
500103049,承德民生西路口,17:00,1,0
500103050,太原五原路口,17:00,1,0
500103051,臺北轉運站(華陰街),17:00,0,1
500103054,重慶長安路口,17:00,1,0
500103055,承德昌吉街口,17:00,0,1
500103059,承德鄭州路口(市民高架下),17:00,4,0
500103063,延平涼州街口,17:00,1,0
500103065,大龍市場,17:00,0,1
500103008,臺北孔廟,17:30,0,1
500103009,捷運圓山站(1號出口),17:30,0,6
500103011,重慶國中,17:30,0,1
500103012,重慶北路三段383巷口,17:30,1,0
500103013,台北數位產業園區,17:30,1,0
500103020,民權迪化街口,17:30,1,0
500103021,大稻埕公園,17:30,0,2
500103023,大龍峒社會住宅,17:30,1,0
500103027,捷運雙連站(2號出口),17:30,0,1
500103033,圓山線形公園,17:30,0,1
500103034,圓環站,17:30,0,2
500103035,重慶民族路口,17:30,0,1
500103036,承德路三段8巷口,17:30,0,1
500103038,國順公園,17:30,1,0
500103042,大同運動中心,17:30,0,1
500103049,承德民生西路口,17:30,2,0
500103050,太原五原路口,17:30,5,0
500103051,臺北轉運站(華陰街),17:30,0,1
500103054,重慶長安路口,17:30,0,1
500103055,承德昌吉街口,17:30,0,1
500103063,延平涼州街口,17:30,0,1
500103071,承德路二段91巷口,17:30,0,1
500103001,延平國宅,18:00,2,0
500103002,臺北市立圖書館大同分館,18:00,1,0
500103003,合昌宮,18:00,1,0
500103005,重慶酒泉街口,18:00,1,0
500103006,樹德公園,18:00,0,1
500103007,陳天來故居,18:00,0,2
500103008,臺北孔廟,18:00,1,0
500103009,捷運圓山站(1號出口),18:00,0,1
500103011,重慶國中,18:00,1,0
500103013,台北數位產業園區,18:00,3,0
500103023,大龍峒社會住宅,18:00,1,0
500103024,捷運大橋頭站(2號出口),18:00,1,0
500103027,捷運雙連站(2號出口),18:00,0,1
500103029,朝陽公園,18:00,1,0
500103030,永樂市場,18:00,0,6
500103033,圓山線形公園,18:00,2,0
500103034,圓環站,18:00,1,0
500103043,重慶保安街口(家樂福重慶店),18:00,2,0
500103044,大稻埕碼頭,18:00,0,5
500103048,南京太原路口,18:00,1,0
500103050,太原五原路口,18:00,0,1
500103051,臺北轉運站(華陰街),18:00,3,0
500103053,捷運中山站(5號出口),18:00,1,0
500103054,重慶長安路口,18:00,0,1
500103059,承德鄭州路口(市民高架下),18:00,2,0
500103071,承德路二段91巷口,18:00,0,1
500103072,酒泉庫倫街口,18:00,1,0
500103001,延平國宅,18:30,0,1
500103002,臺北市立圖書館大同分館,18:30,4,0
500103003,合昌宮,18:30,0,1
500103005,重慶酒泉街口,18:30,1,0
500103007,陳天來故居,18:30,0,1
500103009,捷運圓山站(1號出口),18:30,0,7
500103020,民權迪化街口,18:30,5,0
500103021,大稻埕公園,18:30,0,2
500103022,大龍老人住宅,18:30,0,1
500103023,大龍峒社會住宅,18:30,0,2
500103024,捷運大橋頭站(2號出口),18:30,1,0
500103029,朝陽公園,18:30,0,1
500103030,永樂市場,18:30,0,3
500103034,圓環站,18:30,1,0
500103037,太原廣場,18:30,0,3
500103038,國順公園,18:30,0,1
500103040,蔣渭水紀念公園,18:30,2,0
500103042,大同運動中心,18:30,2,0
500103043,重慶保安街口(家樂福重慶店),18:30,2,0
500103048,南京太原路口,18:30,1,0
500103049,承德民生西路口,18:30,4,0
500103050,太原五原路口,18:30,3,0
500103051,臺北轉運站(華陰街),18:30,0,1
500103053,捷運中山站(5號出口),18:30,0,1
500103056,大同16號廣場,18:30,1,0
500103059,承德鄭州路口(市民高架下),18:30,0,1
500103069,民權西路160巷口,18:30,2,0
500103072,酒泉庫倫街口,18:30,0,1
500103001,延平國宅,19:00,0,1
500103006,樹德公園,19:00,0,1
500103007,陳天來故居,19:00,0,1
500103008,臺北孔廟,19:00,5,0
500103009,捷運圓山站(1號出口),19:00,0,10
500103012,重慶北路三段383巷口,19:00,1,0
500103013,台北數位產業園區,19:00,1,0
500103020,民權迪化街口,19:00,4,0
500103021,大稻埕公園,19:00,0,1
500103023,大龍峒社會住宅,19:00,1,0
500103024,捷運大橋頭站(2號出口),19:00,3,0
500103029,朝陽公園,19:00,0,1
500103030,永樂市場,19:00,0,1
500103033,圓山線形公園,19:00,0,1
500103034,圓環站,19:00,0,2
500103035,重慶民族路口,19:00,1,0
500103037,太原廣場,19:00,0,3
500103038,國順公園,19:00,0,1
500103040,蔣渭水紀念公園,19:00,2,0
500103042,大同運動中心,19:00,3,0
500103044,大稻埕碼頭,19:00,5,0
500103045,歸綏戲曲公園,19:00,1,0
500103048,南京太原路口,19:00,1,0
500103049,承德民生西路口,19:00,0,3
500103050,太原五原路口,19:00,0,4
500103052,捷運民權西路站(3號出口),19:00,1,0
500103063,延平涼州街口,19:00,1,0
500103071,承德路二段91巷口,19:00,2,0
500103072,酒泉庫倫街口,19:00,0,2
500103001,延平國宅,19:30,2,0
500103002,臺北市立圖書館大同分館,19:30,0,1
500103003,合昌宮,19:30,1,0
500103008,臺北孔廟,19:30,2,0
500103009,捷運圓山站(1號出口),19:30,3,0
500103011,重慶國中,19:30,0,1
500103013,台北數位產業園區,19:30,0,1
500103020,民權迪化街口,19:30,0,1
500103024,捷運大橋頭站(2號出口),19:30,0,3
500103028,捷運北門站(3號出口),19:30,3,0
500103029,朝陽公園,19:30,1,0
500103030,永樂市場,19:30,0,1
500103031,大龍公園,19:30,2,0
500103033,圓山線形公園,19:30,1,0
500103034,圓環站,19:30,1,0
500103035,重慶民族路口,19:30,0,1
500103038,國順公園,19:30,4,0
500103040,蔣渭水紀念公園,19:30,3,0
500103042,大同運動中心,19:30,0,1
500103044,大稻埕碼頭,19:30,7,0
500103045,歸綏戲曲公園,19:30,5,0
500103048,南京太原路口,19:30,3,0
500103049,承德民生西路口,19:30,0,2
500103050,太原五原路口,19:30,2,0
500103052,捷運民權西路站(3號出口),19:30,0,1
500103054,重慶長安路口,19:30,2,0
500103056,大同16號廣場,19:30,1,0
500103062,寧夏涼州街口,19:30,2,0
500103064,大同行政中心,19:30,1,0
500103068,哈密街23巷19弄口,19:30,1,0
500103071,承德路二段91巷口,19:30,0,1
500103001,延平國宅,20:00,0,1
500103002,臺北市立圖書館大同分館,20:00,0,2
500103003,合昌宮,20:00,0,1
500103005,重慶酒泉街口,20:00,0,1
500103008,臺北孔廟,20:00,0,4
500103009,捷運圓山站(1號出口),20:00,0,7
500103010,酒泉延平路口,20:00,4,0
500103013,台北數位產業園區,20:00,0,1
500103020,民權迪化街口,20:00,0,5
500103021,大稻埕公園,20:00,2,0
500103023,大龍峒社會住宅,20:00,0,2
500103024,捷運大橋頭站(2號出口),20:00,3,0
500103028,捷運北門站(3號出口),20:00,6,0
500103029,朝陽公園,20:00,1,0
500103033,圓山線形公園,20:00,3,0
500103034,圓環站,20:00,0,1
500103037,太原廣場,20:00,0,1
500103038,國順公園,20:00,0,2
500103042,大同運動中心,20:00,0,1
500103043,重慶保安街口(家樂福重慶店),20:00,0,2
500103044,大稻埕碼頭,20:00,0,4
500103045,歸綏戲曲公園,20:00,0,3
500103047,承德民權路口,20:00,3,0
500103048,南京太原路口,20:00,0,3
500103049,承德民生西路口,20:00,0,1
500103050,太原五原路口,20:00,0,4
500103051,臺北轉運站(華陰街),20:00,0,1
500103054,重慶長安路口,20:00,0,1
500103056,大同16號廣場,20:00,0,1
500103059,承德鄭州路口(市民高架下),20:00,1,0
500103063,延平涼州街口,20:00,1,0
500103064,大同行政中心,20:00,0,1
500103066,南京西寧北路口(西北側),20:00,2,0
500103069,民權西路160巷口,20:00,0,1
500103072,酒泉庫倫街口,20:00,1,0
500103073,民族西大龍街口,20:00,1,0
500103074,承德路三段324巷口,20:00,3,0
500103001,延平國宅,20:30,0,1
500103002,臺北市立圖書館大同分館,20:30,0,1
500103003,合昌宮,20:30,2,0
500103005,重慶酒泉街口,20:30,4,0
500103009,捷運圓山站(1號出口),20:30,0,3
500103010,酒泉延平路口,20:30,0,2
500103012,重慶北路三段383巷口,20:30,2,0
500103013,台北數位產業園區,20:30,3,0
500103019,民權延平路口(西北側),20:30,3,0
500103020,民權迪化街口,20:30,6,0
500103021,大稻埕公園,20:30,1,0
500103023,大龍峒社會住宅,20:30,1,0
500103024,捷運大橋頭站(2號出口),20:30,0,3
500103028,捷運北門站(3號出口),20:30,0,5
500103029,朝陽公園,20:30,0,1
500103033,圓山線形公園,20:30,0,3
500103038,國順公園,20:30,3,0
500103040,蔣渭水紀念公園,20:30,1,0
500103042,大同運動中心,20:30,0,2
500103043,重慶保安街口(家樂福重慶店),20:30,0,1
500103044,大稻埕碼頭,20:30,0,6
500103045,歸綏戲曲公園,20:30,1,0
500103047,承德民權路口,20:30,0,2
500103049,承德民生西路口,20:30,0,1
500103050,太原五原路口,20:30,2,0
500103054,重慶長安路口,20:30,3,0
500103056,大同16號廣場,20:30,1,0
500103058,樹德公園_1,20:30,2,0
500103059,承德鄭州路口(市民高架下),20:30,0,4
500103061,雙蓮國小,20:30,2,0
500103062,寧夏涼州街口,20:30,0,1
500103065,大龍市場,20:30,1,0
500103066,南京西寧北路口(西北側),20:30,1,0
500103068,哈密街23巷19弄口,20:30,4,0
500103069,民權西路160巷口,20:30,2,0
500103070,重慶北路三段205巷口,20:30,1,0
500103071,承德路二段91巷口,20:30,0,1
500103072,酒泉庫倫街口,20:30,0,1
500103073,民族西大龍街口,20:30,1,0
500103074,承德路三段324巷口,20:30,0,1
500103001,延平國宅,21:00,1,0
500103003,合昌宮,21:00,0,1
500103005,重慶酒泉街口,21:00,0,3
500103007,陳天來故居,21:00,1,0
500103010,酒泉延平路口,21:00,2,0
500103012,重慶北路三段383巷口,21:00,1,0
500103013,台北數位產業園區,21:00,0,3
500103020,民權迪化街口,21:00,0,1
500103021,大稻埕公園,21:00,5,0
500103023,大龍峒社會住宅,21:00,0,1
500103024,捷運大橋頭站(2號出口),21:00,0,1
500103028,捷運北門站(3號出口),21:00,0,2
500103031,大龍公園,21:00,1,0
500103037,太原廣場,21:00,0,1
500103038,國順公園,21:00,0,3
500103040,蔣渭水紀念公園,21:00,0,1
500103042,大同運動中心,21:00,0,1
500103043,重慶保安街口(家樂福重慶店),21:00,0,1
500103044,大稻埕碼頭,21:00,0,3
500103048,南京太原路口,21:00,0,2
500103050,太原五原路口,21:00,0,3
500103054,重慶長安路口,21:00,0,2
500103056,大同16號廣場,21:00,0,1
500103058,樹德公園_1,21:00,0,1
500103062,寧夏涼州街口,21:00,2,0
500103063,延平涼州街口,21:00,1,0
500103064,大同行政中心,21:00,1,0
500103065,大龍市場,21:00,0,1
500103066,南京西寧北路口(西北側),21:00,0,1
500103068,哈密街23巷19弄口,21:00,0,1
500103070,重慶北路三段205巷口,21:00,1,0
500103072,酒泉庫倫街口,21:00,1,0
500103073,民族西大龍街口,21:00,1,0
500103001,延平國宅,21:30,1,0
500103003,合昌宮,21:30,0,1
500103008,臺北孔廟,21:30,0,2
500103009,捷運圓山站(1號出口),21:30,0,2
500103010,酒泉延平路口,21:30,2,0
500103012,重慶北路三段383巷口,21:30,0,2
500103019,民權延平路口(西北側),21:30,0,2
500103020,民權迪化街口,21:30,1,0
500103023,大龍峒社會住宅,21:30,0,1
500103024,捷運大橋頭站(2號出口),21:30,0,1
500103025,捷運大橋頭站(1A出口),21:30,1,0
500103031,大龍公園,21:30,2,0
500103033,圓山線形公園,21:30,0,1
500103034,圓環站,21:30,1,0
500103038,國順公園,21:30,1,0
500103042,大同運動中心,21:30,0,1
500103044,大稻埕碼頭,21:30,0,1
500103045,歸綏戲曲公園,21:30,0,2
500103046,民權國中(民權西路),21:30,1,0
500103047,承德民權路口,21:30,0,1
500103048,南京太原路口,21:30,0,1
500103050,太原五原路口,21:30,1,0
500103051,臺北轉運站(華陰街),21:30,0,1
500103054,重慶長安路口,21:30,0,1
500103059,承德鄭州路口(市民高架下),21:30,0,2
500103062,寧夏涼州街口,21:30,0,1
500103063,延平涼州街口,21:30,0,2
500103065,大龍市場,21:30,2,0
500103069,民權西路160巷口,21:30,0,1
500103070,重慶北路三段205巷口,21:30,1,0
500103074,承德路三段324巷口,21:30,1,0
500103001,延平國宅,22:00,6,0
500103003,合昌宮,22:00,1,0
500103005,重慶酒泉街口,22:00,2,0
500103006,樹德公園,22:00,2,0
500103008,臺北孔廟,22:00,2,0
500103009,捷運圓山站(1號出口),22:00,0,1
500103010,酒泉延平路口,22:00,2,0
500103012,重慶北路三段383巷口,22:00,1,0
500103013,台北數位產業園區,22:00,0,1
500103020,民權迪化街口,22:00,3,0
500103021,大稻埕公園,22:00,2,0
500103022,大龍老人住宅,22:00,1,0
500103025,捷運大橋頭站(1A出口),22:00,0,1
500103030,永樂市場,22:00,1,0
500103031,大龍公園,22:00,1,0
500103033,圓山線形公園,22:00,0,1
500103035,重慶民族路口,22:00,5,0
500103038,國順公園,22:00,1,0
500103040,蔣渭水紀念公園,22:00,1,0
500103044,大稻埕碼頭,22:00,0,1
500103045,歸綏戲曲公園,22:00,2,0
500103056,大同16號廣場,22:00,1,0
500103058,樹德公園_1,22:00,1,0
500103059,承德鄭州路口(市民高架下),22:00,0,1
500103062,寧夏涼州街口,22:00,2,0
500103064,大同行政中心,22:00,3,0
500103065,大龍市場,22:00,2,0
500103066,南京西寧北路口(西北側),22:00,2,0
500103068,哈密街23巷19弄口,22:00,3,0
500103069,民權西路160巷口,22:00,0,1
500103070,重慶北路三段205巷口,22:00,2,0
500103072,酒泉庫倫街口,22:00,0,1
500103073,民族西大龍街口,22:00,3,0
500103074,承德路三段324巷口,22:00,1,0
500103001,延平國宅,22:30,2,0
500103002,臺北市立圖書館大同分館,22:30,0,1
500103005,重慶酒泉街口,22:30,1,0
500103007,陳天來故居,22:30,1,0
500103008,臺北孔廟,22:30,1,0
500103010,酒泉延平路口,22:30,2,0
500103019,民權延平路口(西北側),22:30,1,0
500103020,民權迪化街口,22:30,1,0
500103021,大稻埕公園,22:30,0,1
500103030,永樂市場,22:30,0,1
500103034,圓環站,22:30,3,0
500103039,聯合醫院中興院區,22:30,2,0
500103043,重慶保安街口(家樂福重慶店),22:30,3,0
500103056,大同16號廣場,22:30,1,0
500103058,樹德公園_1,22:30,3,0
500103061,雙蓮國小,22:30,1,0
500103063,延平涼州街口,22:30,1,0
500103066,南京西寧北路口(西北側),22:30,1,0
500103069,民權西路160巷口,22:30,0,1
500103072,酒泉庫倫街口,22:30,0,1
500103073,民族西大龍街口,22:30,1,0
500103021,大稻埕公園,23:00,0,1
500103025,捷運大橋頭站(1A出口),23:00,4,0
500103028,捷運北門站(3號出口),23:00,1,0
500103029,朝陽公園,23:00,0,1
500103030,永樂市場,23:00,2,0
500103032,重慶涼州街口,23:00,1,0
500103034,圓環站,23:00,0,1
500103039,聯合醫院中興院區,23:00,4,0
500103044,大稻埕碼頭,23:00,0,1
500103045,歸綏戲曲公園,23:00,0,1
500103047,承德民權路口,23:00,2,0
500103050,太原五原路口,23:00,0,2
500103054,重慶長安路口,23:00,0,1
500103058,樹德公園_1,23:00,2,0
500103062,寧夏涼州街口,23:00,0,1
500103065,大龍市場,23:00,0,2
500103073,民族西大龍街口,23:00,0,2
500103078,明倫高中,23:00,2,0
500103002,臺北市立圖書館大同分館,23:30,2,0
500103006,樹德公園,23:30,1,0
500103007,陳天來故居,23:30,1,0
500103008,臺北孔廟,23:30,2,0
500103011,重慶國中,23:30,3,0
500103013,台北數位產業園區,23:30,0,1
500103020,民權迪化街口,23:30,1,0
500103021,大稻埕公園,23:30,1,0
500103022,大龍老人住宅,23:30,1,0
500103024,捷運大橋頭站(2號出口),23:30,3,0
500103028,捷運北門站(3號出口),23:30,0,2
500103031,大龍公園,23:30,1,0
500103034,圓環站,23:30,0,2
500103039,聯合醫院中興院區,23:30,0,3
500103040,蔣渭水紀念公園,23:30,1,0
500103045,歸綏戲曲公園,23:30,2,0
500103047,承德民權路口,23:30,0,1
500103061,雙蓮國小,23:30,1,0
500103062,寧夏涼州街口,23:30,1,0
500103064,大同行政中心,23:30,1,0
500103068,哈密街23巷19弄口,23:30,1,0
500103070,重慶北路三段205巷口,23:30,1,0
500103073,民族西大龍街口,23:30,1,0
