sno,sna,sarea,interval_time,total,demand_borrow,demand_return
500107150,民權東復興北路口(西北側),中山區,20:30,20.0,16.5,3.5
500107151,臺北市立大同高中,中山區,20:30,22.0,5.0,17.0
500107152,中崙加油站,中山區,20:30,27.0,20.0,7.0
500107153,北安明水路口(自強隧道),中山區,20:30,12.0,5.0,7.0
500107154,中正國小(南京東路三段48巷),中山區,20:30,15.0,13.0,2.0
500107155,臺北時代廣場,中山區,20:30,35.0,30.75,4.25
500107156,吉林農安街口(西北側),中山區,20:30,15.0,2.0,10.0
500107157,濱江國中,中山區,20:30,26.0,16.5,9.5
500107158,環山抽水站,中山區,20:30,21.0,8.75,12.0
500107159,民權中山路口(東北側),中山區,20:30,25.0,17.25,7.25
500107160,復興五常街口(西南側),中山區,20:30,26.0,9.5,16.25
500107161,松江長安路口,中山區,20:30,20.0,10.5,9.25
500107162,長安國小,中山區,20:30,26.0,10.0,16.0
500107163,中山市場,中山區,20:30,16.0,8.25,7.75
500107164,捷運雙連站(1號出口),中山區,20:30,17.0,9.5,7.25
500107165,吉林南京路口(西北側),中山區,20:30,22.0,9.25,12.75
500107166,龍江路345巷,中山區,20:30,23.0,15.5,7.5
